Date,BusID,StopFrom,StopTo,PassengerCount,Distance,Duration
22-05-2034,4,Resuce Equipment,Stop A,14023,80.65557263,45
23-05-2034,1,People,Stop D,3631,41.54133018,51
24-05-2034,8,Resuce Equipment,Stop B,20543,33.20583069,176
25-05-2034,3,Resuce Equipment,Stop E,15905,78.65669762,108
26-05-2034,5,Resuce Equipment,Stop B,5057,65.09667609,50
27-05-2034,1,Shelter,Stop E,4210,54.57428139,173
28-05-2034,3,Food,Stop D,2098,5.977905495,175
29-05-2034,5,Food,Stop E,6706,43.77360579,97
30-05-2034,9,Medicine Equipment,Stop F,7509,86.58054363,200
31-05-2034,1,Shelter,Stop E,21008,39.63992467,83
01-06-2034,10,Resuce Equipment,Stop E,3081,4.445354556,34
02-06-2034,5,Resuce Equipment,Stop C,3013,70.71369803,19
03-06-2034,4,Medicine Equipment,Stop E,21311,62.24865637,37
04-06-2034,1,Resuce Equipment,Stop A,12063,28.19445548,53
05-06-2034,1,Resuce Equipment,Stop D,22675,93.97821748,107
06-06-2034,9,People,Stop C,6203,47.7992777,14
07-06-2034,6,Medicine,Stop C,23550,65.22124998,106
08-06-2034,4,Medicine,Stop F,975,57.86095923,159
09-06-2034,6,Medicine,Stop C,5787,85.59173518,117
10-06-2034,3,Resuce Equipment,Stop C,7244,56.09474357,187
11-06-2034,3,People,Stop B,18451,12.12592754,128
12-06-2034,9,Medicine,Stop A,20916,72.6285346,114
13-06-2034,9,Medicine,Stop A,11718,3.471901406,145
14-06-2034,2,People,Stop E,21541,69.56294656,148
15-06-2034,2,Medicine,Stop E,22607,37.45764086,191
16-06-2034,2,Resuce Equipment,Stop D,19865,24.08303466,73
17-06-2034,5,Shelter,Stop B,10045,63.690613,9
18-06-2034,9,Food,Stop A,2332,35.34656561,10
19-06-2034,5,People,Stop F,6341,45.72874095,80
20-06-2034,6,Resuce Equipment,Stop C,17895,53.32284571,87
21-06-2034,9,Medicine Equipment,Stop E,14780,60.50036262,29
22-06-2034,6,Shelter,Stop F,14376,95.83928673,64
23-06-2034,9,People,Stop D,15978,18.28539666,156
24-06-2034,3,Food,Stop C,19043,39.01815237,176
25-06-2034,5,Medicine Equipment,Stop C,4012,70.37506086,183
26-06-2034,1,People,Stop E,23619,8.439314349,154
27-06-2034,4,Shelter,Stop B,20383,58.03755265,80
28-06-2034,8,Shelter,Stop B,15034,6.678086596,137
29-06-2034,2,Resuce Equipment,Stop E,17161,40.64568598,179
30-06-2034,3,Food,Stop B,10890,67.52571068,132
01-07-2034,9,Medicine Equipment,Stop A,16134,42.52648991,9
02-07-2034,1,Food,Stop E,17163,69.08164578,83
03-07-2034,9,Food,Stop A,3816,18.24262798,7
04-07-2034,2,Medicine,Stop B,14028,7.757942613,196
05-07-2034,2,Food,Stop E,2449,41.59869678,139
06-07-2034,4,Resuce Equipment,Stop A,4849,72.72476142,148
07-07-2034,8,People,Stop A,19207,15.09202634,157
08-07-2034,1,Medicine Equipment,Stop E,22384,86.96427067,151
09-07-2034,9,Shelter,Stop D,2755,78.953646,7
10-07-2034,2,People,Stop B,10795,62.31926169,73
11-07-2034,7,Resuce Equipment,Stop D,14521,11.46806055,140
12-07-2034,5,Food,Stop C,24853,99.28595901,12
13-07-2034,10,Medicine,Stop A,16309,46.86797456,144
14-07-2034,7,Medicine,Stop B,16694,81.35210725,114
15-07-2034,9,Food,Stop F,21064,33.9981751,197
16-07-2034,9,Medicine,Stop F,14262,72.93579446,191
17-07-2034,4,Medicine,Stop C,13877,79.98800095,71
18-07-2034,1,Medicine Equipment,Stop A,15611,97.41162828,99
19-07-2034,3,Food,Stop B,8741,76.06500944,170
20-07-2034,8,Medicine Equipment,Stop E,11149,5.403609107,21
21-07-2034,6,Medicine,Stop E,22235,66.19034138,86
22-07-2034,10,Food,Stop E,2719,10.46891025,52
23-07-2034,6,Medicine,Stop E,1542,14.57098966,23
24-07-2034,9,Shelter,Stop E,11563,76.60887405,60
25-07-2034,5,Medicine Equipment,Stop B,2948,79.37767276,85
26-07-2034,8,People,Stop A,7610,67.75533496,107
27-07-2034,6,People,Stop D,20211,40.58346509,31
28-07-2034,1,Medicine,Stop C,14641,65.14978301,102
29-07-2034,1,Food,Stop F,17433,11.47785995,9
30-07-2034,7,Medicine,Stop B,15027,54.40244801,104
31-07-2034,1,Medicine,Stop E,23230,40.7275848,162
01-08-2034,5,Shelter,Stop F,24587,22.03697722,101
02-08-2034,2,Medicine Equipment,Stop B,6312,65.11549584,31
03-08-2034,2,Medicine Equipment,Stop A,21893,87.88889077,97
04-08-2034,1,Shelter,Stop D,20622,2.171374791,65
05-08-2034,9,Resuce Equipment,Stop D,4592,8.495474762,29
06-08-2034,2,Shelter,Stop D,6755,31.15342355,88
07-08-2034,5,Medicine Equipment,Stop C,18563,28.36044127,72
08-08-2034,5,Shelter,Stop B,1375,46.47392442,116
09-08-2034,10,Food,Stop D,15441,96.85813533,180
10-08-2034,3,Shelter,Stop C,19072,13.10037109,149
11-08-2034,1,Medicine Equipment,Stop A,23390,16.18977986,24
12-08-2034,9,People,Stop A,24140,14.8420865,7
13-08-2034,5,Medicine Equipment,Stop F,12138,84.58757333,192
14-08-2034,9,Medicine,Stop A,14699,80.00346446,171
15-08-2034,3,Medicine,Stop B,18098,94.53921187,23
16-08-2034,1,People,Stop B,22760,35.69106112,46
17-08-2034,7,Food,Stop E,18519,49.04307568,187
18-08-2034,5,People,Stop A,19811,24.3098181,79
19-08-2034,10,Resuce Equipment,Stop E,22897,5.278724796,145
20-08-2034,3,Medicine Equipment,Stop F,7514,50.53293661,197
21-08-2034,8,Shelter,Stop A,17876,85.85696236,135
22-08-2034,4,Shelter,Stop F,13154,43.39149781,71
23-08-2034,7,Medicine,Stop E,24488,32.5337634,126
24-08-2034,6,Shelter,Stop F,7471,25.73062992,49
25-08-2034,7,People,Stop D,14000,17.91384534,160
26-08-2034,4,Medicine,Stop E,7241,69.05608755,16
27-08-2034,7,People,Stop F,4227,65.94230699,132
28-08-2034,4,Food,Stop D,9301,21.98650756,84
29-08-2034,1,Shelter,Stop A,5937,25.18488328,139
30-08-2034,2,Food,Stop F,22707,2.324646582,43
31-08-2034,1,Medicine Equipment,Stop E,16230,38.47701326,165
01-09-2034,7,Medicine Equipment,Stop C,24132,1.858297222,19
02-09-2034,10,Shelter,Stop E,22900,36.03390335,151
03-09-2034,10,Medicine,Stop D,9606,3.552854784,51
04-09-2034,5,Resuce Equipment,Stop A,19315,24.02784609,182
05-09-2034,5,Resuce Equipment,Stop B,5562,46.58166844,23
06-09-2034,2,Medicine,Stop C,9062,54.01180523,23
07-09-2034,10,Medicine,Stop B,18538,1.256331305,137
08-09-2034,9,People,Stop B,5815,90.55476105,146
09-09-2034,9,Shelter,Stop D,18978,74.73661246,77
10-09-2034,6,Medicine,Stop D,13345,56.95171954,17
11-09-2034,7,Medicine,Stop F,8683,77.20178113,129
12-09-2034,4,Shelter,Stop E,10552,99.06503879,190
13-09-2034,2,Resuce Equipment,Stop C,5991,3.977820529,33
14-09-2034,6,People,Stop A,12737,36.93548837,28
15-09-2034,2,Medicine,Stop C,16168,33.9728022,166
16-09-2034,6,Shelter,Stop B,21266,90.32914555,39
17-09-2034,9,Food,Stop A,20143,13.50131473,118
18-09-2034,2,People,Stop D,4903,96.97679913,90
19-09-2034,9,Medicine Equipment,Stop E,21606,55.72436547,141
20-09-2034,1,Food,Stop E,14833,44.96868259,183
21-09-2034,1,Medicine,Stop B,10922,65.94222131,138
22-09-2034,4,Shelter,Stop E,11111,98.56269648,17
23-09-2034,5,Medicine Equipment,Stop E,5703,21.84552798,177
24-09-2034,7,Medicine,Stop C,7305,48.51194752,94
25-09-2034,7,Medicine,Stop A,24544,19.62801317,167
26-09-2034,9,Food,Stop D,19738,7.132512424,196
27-09-2034,3,Food,Stop D,23320,24.74520385,184
28-09-2034,8,Shelter,Stop F,12735,38.0076065,199
29-09-2034,2,Shelter,Stop F,13860,25.74888268,147
30-09-2034,3,Medicine,Stop B,22719,7.44977128,25
01-10-2034,8,Resuce Equipment,Stop E,11961,79.27380909,74
02-10-2034,4,Medicine,Stop A,1970,49.47645699,157
03-10-2034,1,People,Stop F,21350,30.86312514,127
04-10-2034,5,People,Stop A,6929,45.95125388,136
05-10-2034,1,Medicine Equipment,Stop B,10524,91.05368651,108
06-10-2034,2,Medicine,Stop D,5667,74.22851585,27
07-10-2034,10,Medicine Equipment,Stop B,2474,55.26647145,41
08-10-2034,4,Medicine Equipment,Stop F,17624,82.56832271,17
09-10-2034,10,Resuce Equipment,Stop E,20877,57.60659233,68
10-10-2034,9,Food,Stop E,18333,15.06772974,148
11-10-2034,4,People,Stop C,24736,11.31497162,88
12-10-2034,6,Medicine,Stop F,17705,22.727185,29
13-10-2034,9,Food,Stop F,23298,88.53864001,124
14-10-2034,4,Shelter,Stop D,7407,57.91552703,31
15-10-2034,2,Shelter,Stop B,22859,85.48232961,56
16-10-2034,4,Food,Stop D,6278,54.43681685,41
17-10-2034,7,Medicine Equipment,Stop F,21836,68.16515738,5
18-10-2034,2,Resuce Equipment,Stop A,5923,71.63774147,93
19-10-2034,2,Food,Stop C,17010,83.77015426,68
20-10-2034,6,Shelter,Stop A,10563,16.35718432,193
21-10-2034,9,Shelter,Stop E,13683,97.16352171,109
22-10-2034,9,People,Stop D,6478,5.372989214,33
23-10-2034,8,Food,Stop E,10102,52.24480122,42
24-10-2034,1,People,Stop D,18704,10.58751714,165
25-10-2034,10,Resuce Equipment,Stop D,11033,94.38427142,88
26-10-2034,1,Resuce Equipment,Stop C,12465,12.32551891,111
27-10-2034,10,Resuce Equipment,Stop C,16158,6.245237274,193
28-10-2034,5,Medicine,Stop A,12906,77.30058759,9
29-10-2034,4,Shelter,Stop D,23559,21.82565695,79
30-10-2034,5,Resuce Equipment,Stop F,24278,25.01014804,122
31-10-2034,4,People,Stop F,11860,27.68697382,127
01-11-2034,4,People,Stop C,2688,21.84241494,37
02-11-2034,4,Medicine Equipment,Stop F,3651,2.045218152,62
03-11-2034,5,Resuce Equipment,Stop E,11566,68.03580478,89
04-11-2034,8,Resuce Equipment,Stop C,17828,92.12084037,120
05-11-2034,3,People,Stop B,23635,36.15254024,178
06-11-2034,8,Medicine Equipment,Stop A,2345,82.65697902,99
07-11-2034,4,Medicine,Stop D,8430,26.24949389,50
08-11-2034,9,Shelter,Stop F,11398,90.22358687,36
09-11-2034,9,Medicine,Stop E,10889,24.74277526,196
10-11-2034,5,Medicine,Stop E,9284,99.02542324,135
11-11-2034,1,Resuce Equipment,Stop C,11646,85.47162673,76
12-11-2034,6,Food,Stop D,7787,30.94216058,78
13-11-2034,6,People,Stop E,9723,44.00425667,93
14-11-2034,9,Shelter,Stop D,7533,47.48922493,63
15-11-2034,10,People,Stop D,20313,3.917088331,128
16-11-2034,3,Medicine,Stop A,8175,49.43530713,117
17-11-2034,2,Medicine,Stop E,16027,95.95356914,156
18-11-2034,1,Medicine,Stop C,24974,39.50176112,184
19-11-2034,7,Medicine,Stop A,12018,77.87816787,37
20-11-2034,5,Shelter,Stop E,12764,7.359076346,163
21-11-2034,5,People,Stop E,8246,41.85703363,15
22-11-2034,7,Resuce Equipment,Stop A,5247,83.60636284,83
23-11-2034,9,People,Stop C,17380,7.241945752,36
24-11-2034,10,Shelter,Stop E,5682,8.498042116,104
25-11-2034,5,Medicine Equipment,Stop E,4743,38.97118863,138
26-11-2034,7,Resuce Equipment,Stop B,17274,9.765454666,18
27-11-2034,1,Resuce Equipment,Stop B,20350,46.88597588,114
28-11-2034,4,Food,Stop B,17962,77.32891013,22
29-11-2034,4,Food,Stop E,3985,33.29578398,16
30-11-2034,5,Shelter,Stop E,3393,25.98971104,171
01-12-2034,7,People,Stop F,17984,72.35747696,103
02-12-2034,4,People,Stop C,9461,52.01585348,107
03-12-2034,4,Shelter,Stop C,20869,31.12930533,41
04-12-2034,5,Medicine Equipment,Stop E,14026,59.01418353,103
05-12-2034,1,People,Stop B,18365,99.59724501,27
06-12-2034,9,Food,Stop E,10935,71.30663844,62
07-12-2034,1,Medicine,Stop E,5473,73.47480373,155
08-12-2034,2,Food,Stop E,17226,17.5367754,73
09-12-2034,7,Shelter,Stop D,1706,57.64086048,40
10-12-2034,6,People,Stop C,5291,83.70057266,16
11-12-2034,5,Resuce Equipment,Stop C,14299,96.91285122,155
12-12-2034,7,Resuce Equipment,Stop C,5093,36.04820301,89
13-12-2034,10,Resuce Equipment,Stop B,23237,47.29109797,186
14-12-2034,2,Medicine Equipment,Stop A,17612,5.678150943,117
15-12-2034,6,Resuce Equipment,Stop D,18558,96.87343808,11
16-12-2034,2,Resuce Equipment,Stop F,15272,74.40205171,5
17-12-2034,10,Resuce Equipment,Stop F,10413,63.3975711,8
18-12-2034,4,People,Stop A,4807,29.15228074,78
19-12-2034,4,Food,Stop B,17342,41.72486845,70
20-12-2034,10,Medicine,Stop B,8322,47.80329721,177
21-12-2034,7,Medicine Equipment,Stop C,10454,12.93291746,197
22-12-2034,3,Resuce Equipment,Stop D,11710,43.57320963,7
23-12-2034,10,Food,Stop F,13233,81.58696661,54
24-12-2034,10,Medicine Equipment,Stop F,6613,86.08578072,7
25-12-2034,8,Resuce Equipment,Stop C,9023,94.71425639,175
26-12-2034,9,Medicine,Stop D,10782,45.5331194,104
27-12-2034,8,Medicine Equipment,Stop E,21475,83.84874747,47
28-12-2034,3,People,Stop C,26326,86.88473615,24
29-12-2034,5,People,Stop C,14214,65.05751621,140
30-12-2034,1,Resuce Equipment,Stop E,6066,45.47332617,78
31-12-2034,3,Resuce Equipment,Stop D,20467,26.69966524,181
01-01-2035,8,Resuce Equipment,Stop B,9347,85.77988068,198
02-01-2035,4,Medicine Equipment,Stop D,17113,27.72045843,187
03-01-2035,9,Resuce Equipment,Stop E,1659,95.38356869,186
04-01-2035,3,People,Stop E,1455,29.89275204,176
05-01-2035,4,Resuce Equipment,Stop F,18572,71.98161934,34
06-01-2035,3,Medicine Equipment,Stop C,22745,7.25789964,175
07-01-2035,9,People,Stop C,18954,4.241779541,67
08-01-2035,7,Medicine,Stop A,16199,57.77569161,162
09-01-2035,2,People,Stop D,4999,96.34601036,159
10-01-2035,2,People,Stop F,9914,18.9823471,92
11-01-2035,2,Resuce Equipment,Stop D,7468,2.795333067,73
12-01-2035,9,Shelter,Stop B,5379,51.88148302,82
13-01-2035,10,Shelter,Stop B,19248,14.63516585,31
14-01-2035,8,People,Stop D,7361,82.15292757,20
15-01-2035,5,Food,Stop D,10101,78.94739564,123
16-01-2035,2,Food,Stop D,8213,64.36672245,75
17-01-2035,4,Food,Stop C,18183,69.89302067,181
18-01-2035,3,Medicine,Stop E,5294,82.76539213,99
19-01-2035,8,Medicine,Stop B,23194,6.792402016,149
20-01-2035,6,Medicine,Stop A,4382,29.29273997,170
21-01-2035,4,Food,Stop C,8818,5.938508016,129
22-01-2035,5,Resuce Equipment,Stop C,5002,42.15773812,22
23-01-2035,3,People,Stop B,2597,66.70306607,139
24-01-2035,2,Food,Stop B,23190,15.28258874,96
25-01-2035,1,Food,Stop B,14647,92.90675811,73
26-01-2035,2,People,Stop F,21062,69.11253445,156
27-01-2035,8,Resuce Equipment,Stop A,9150,84.58370745,12
28-01-2035,5,Medicine,Stop F,25041,58.31468966,24
29-01-2035,4,Shelter,Stop F,21043,72.7220955,75
30-01-2035,3,Medicine,Stop A,4774,63.01135618,158
31-01-2035,4,Shelter,Stop F,10518,96.49650092,114
01-02-2035,10,Shelter,Stop C,3529,2.08850886,114
02-02-2035,2,People,Stop C,4892,39.96193537,118
03-02-2035,6,Medicine Equipment,Stop D,1913,44.92019673,57
04-02-2035,3,Medicine Equipment,Stop E,11655,62.83204983,194
05-02-2035,8,Food,Stop E,3653,83.32687878,37
06-02-2035,2,People,Stop E,20011,14.27531872,39
07-02-2035,10,Resuce Equipment,Stop C,5871,22.52447982,103
08-02-2035,8,Shelter,Stop A,22589,69.92581957,83
09-02-2035,5,Resuce Equipment,Stop D,6531,84.5221148,197
10-02-2035,4,Medicine Equipment,Stop C,1985,31.21366119,105
11-02-2035,1,Medicine Equipment,Stop A,16493,96.26108524,117
12-02-2035,10,People,Stop D,10290,41.81306632,152
13-02-2035,9,Food,Stop C,6196,26.00053717,127
14-02-2035,4,Medicine Equipment,Stop F,24884,27.96742762,84
15-02-2035,1,People,Stop E,17304,42.41969298,71
16-02-2035,4,Resuce Equipment,Stop B,14988,53.76766908,192
17-02-2035,2,People,Stop F,1971,37.71909042,64
18-02-2035,6,Shelter,Stop B,9918,28.31867293,114
19-02-2035,8,Food,Stop D,18808,81.60047621,40
20-02-2035,8,Resuce Equipment,Stop E,6414,83.63009723,11
21-02-2035,8,Medicine Equipment,Stop D,18547,29.35138562,121
22-02-2035,6,People,Stop B,12061,37.62317414,47
23-02-2035,9,Resuce Equipment,Stop E,14274,89.41038383,89
24-02-2035,8,Medicine,Stop C,15831,99.58171527,173
25-02-2035,4,Medicine Equipment,Stop A,12822,91.48945912,104
26-02-2035,10,Shelter,Stop D,21522,18.52787115,161
27-02-2035,8,Medicine Equipment,Stop E,7685,19.46590642,127
28-02-2035,8,Shelter,Stop A,5449,14.17231269,20
01-03-2035,2,Medicine,Stop F,16705,27.18344483,42
02-03-2035,1,People,Stop B,22674,85.65724342,49
03-03-2035,9,Food,Stop C,23257,41.76373436,173
04-03-2035,10,Medicine,Stop D,13987,7.3968719,125
05-03-2035,3,People,Stop D,5857,97.19380424,49
06-03-2035,5,Medicine,Stop B,24851,50.58022694,64
07-03-2035,6,Shelter,Stop F,15694,83.93335208,65
08-03-2035,8,Resuce Equipment,Stop C,5888,52.59575394,197
09-03-2035,10,Resuce Equipment,Stop F,18115,36.13846613,68
10-03-2035,1,Shelter,Stop D,17673,22.11070391,179
11-03-2035,3,Food,Stop C,7552,59.73547261,197
12-03-2035,4,People,Stop C,8004,92.19156193,175
13-03-2035,9,Resuce Equipment,Stop E,14803,79.49966022,35
14-03-2035,3,People,Stop D,14362,39.56263016,81
15-03-2035,1,Medicine Equipment,Stop C,16614,60.96507281,134
16-03-2035,5,Medicine Equipment,Stop E,2246,8.754617987,175
17-03-2035,2,Shelter,Stop E,14782,38.40072843,30
18-03-2035,7,Medicine,Stop D,18823,57.91360394,6
19-03-2035,2,Food,Stop B,16662,84.65308726,175
20-03-2035,8,Food,Stop F,17212,24.66959711,9
21-03-2035,5,Medicine,Stop E,16880,17.73998519,120
22-03-2035,7,Resuce Equipment,Stop F,19507,94.02609059,81
23-03-2035,2,Food,Stop E,19710,77.49968913,160
24-03-2035,3,Shelter,Stop B,19477,37.76025975,26
25-03-2035,8,Shelter,Stop B,4955,34.2235915,73
26-03-2035,5,Medicine Equipment,Stop D,20719,68.79421178,81
27-03-2035,6,Medicine,Stop C,9105,12.8356441,116
28-03-2035,4,Resuce Equipment,Stop B,2549,76.13106864,88
29-03-2035,2,Medicine,Stop B,3904,56.75315102,150
30-03-2035,9,Medicine Equipment,Stop F,7344,90.81157935,181
31-03-2035,3,Medicine,Stop A,5552,38.40514826,158
01-04-2035,8,Shelter,Stop A,7528,45.03502478,167
02-04-2035,2,Medicine,Stop D,15226,45.40906962,46
03-04-2035,10,Food,Stop B,7751,76.56528236,14
04-04-2035,3,Medicine Equipment,Stop F,22039,91.03210172,58
05-04-2035,6,Shelter,Stop D,11159,44.7748158,52
06-04-2035,1,Shelter,Stop A,3025,51.98885924,97
07-04-2035,9,Food,Stop F,21912,64.51891775,91
08-04-2035,7,Food,Stop B,12102,79.79244913,11
09-04-2035,7,Food,Stop B,11500,32.91527252,168
10-04-2035,9,People,Stop D,6638,55.27466214,154
11-04-2035,2,Medicine Equipment,Stop B,6427,99.5381608,87
12-04-2035,8,Resuce Equipment,Stop A,7637,17.02852669,97
13-04-2035,2,Resuce Equipment,Stop A,3938,81.02857226,66
14-04-2035,1,Shelter,Stop A,23707,95.64465005,154
15-04-2035,6,Medicine,Stop E,16134,40.16531584,5
16-04-2035,3,Medicine,Stop B,6719,39.63002184,122
17-04-2035,4,Medicine,Stop B,7047,1.700478746,172
18-04-2035,5,Resuce Equipment,Stop A,18693,81.96084464,48
19-04-2035,5,People,Stop B,7564,47.89811832,10
20-04-2035,2,People,Stop E,20323,3.851996401,173
21-04-2035,1,Medicine Equipment,Stop E,9636,50.36724644,111
22-04-2035,5,People,Stop E,6805,61.40019215,39
23-04-2035,3,Shelter,Stop F,19218,41.01998244,68
24-04-2035,7,People,Stop A,2316,91.45819405,129
25-04-2035,4,Resuce Equipment,Stop F,5068,12.55974367,48
26-04-2035,7,Resuce Equipment,Stop D,5045,84.88028241,99
27-04-2035,9,Medicine,Stop D,8405,39.0129935,183
28-04-2035,4,Medicine,Stop E,2551,73.46004859,57
29-04-2035,4,Medicine Equipment,Stop E,15590,73.06644021,161
30-04-2035,3,Food,Stop B,24149,61.45591224,129
01-05-2035,2,Medicine Equipment,Stop A,14589,76.67343703,123
02-05-2035,7,Medicine,Stop F,9953,4.08696696,198
03-05-2035,2,People,Stop D,3967,70.72425558,135
04-05-2035,1,Medicine,Stop F,17002,71.58831243,126
05-05-2035,6,Food,Stop F,13618,31.20375724,138
06-05-2035,9,Shelter,Stop A,8329,87.46699582,6
07-05-2035,2,Food,Stop E,23740,46.06987359,57
08-05-2035,2,Resuce Equipment,Stop A,17153,8.533176203,118
09-05-2035,2,People,Stop F,20075,63.13081561,157
10-05-2035,7,Food,Stop E,23155,73.2759269,124
11-05-2035,8,Food,Stop E,15852,59.59204934,58
12-05-2035,3,Food,Stop A,15508,60.21570993,155
13-05-2035,1,Resuce Equipment,Stop A,16323,19.47877837,94
14-05-2035,2,Food,Stop B,22281,29.11249729,36
15-05-2035,1,Medicine,Stop B,14571,80.72301493,132
16-05-2035,1,Food,Stop C,9111,1.055178457,181
17-05-2035,5,Shelter,Stop B,14076,53.03984382,115
18-05-2035,3,Food,Stop A,7946,73.70326907,119
19-05-2035,2,People,Stop D,20796,70.61135984,181
20-05-2035,9,Resuce Equipment,Stop E,6808,76.24850633,99
21-05-2035,10,Shelter,Stop F,6849,61.82983338,116
22-05-2035,9,Shelter,Stop D,16848,2.83880887,86
23-05-2035,5,Medicine Equipment,Stop F,9567,95.12530466,74
24-05-2035,8,Food,Stop B,3820,93.94860237,5
25-05-2035,3,Resuce Equipment,Stop B,12729,43.87023649,56
26-05-2035,6,People,Stop D,16766,47.62949777,174
27-05-2035,1,Shelter,Stop F,15425,58.01575234,160
28-05-2035,7,Shelter,Stop D,20613,17.64356066,25
29-05-2035,4,Shelter,Stop A,8217,7.940344232,135
30-05-2035,1,Shelter,Stop E,9936,85.4810908,163
31-05-2035,4,Medicine,Stop C,10349,88.74365217,51
01-06-2035,5,Food,Stop B,22262,42.11971458,152
02-06-2035,1,People,Stop E,22324,90.40329981,144
03-06-2035,5,Food,Stop C,7256,46.24965655,69
04-06-2035,5,Medicine,Stop F,10397,48.2291019,28
05-06-2035,7,Medicine Equipment,Stop F,8063,91.51980206,154
06-06-2035,9,Shelter,Stop C,11749,42.0847024,69
07-06-2035,2,Resuce Equipment,Stop D,7019,14.39102854,102
08-06-2035,8,Medicine Equipment,Stop E,21833,23.89903144,92
09-06-2035,1,Medicine Equipment,Stop F,25520,24.5676476,23
10-06-2035,2,Shelter,Stop D,9825,38.1799853,194
11-06-2035,3,Shelter,Stop A,10039,11.37144703,190
12-06-2035,1,Medicine Equipment,Stop E,17934,37.58847654,118
13-06-2035,4,Shelter,Stop C,24263,22.65779212,169
14-06-2035,2,Shelter,Stop D,20637,61.77118326,147
15-06-2035,3,Medicine Equipment,Stop E,14830,91.5502747,43
16-06-2035,9,Resuce Equipment,Stop C,19734,16.87498157,178
17-06-2035,4,Shelter,Stop B,20165,56.74623319,43
18-06-2035,1,People,Stop D,8388,77.09062276,144
19-06-2035,10,Medicine,Stop F,9628,50.53986753,138
20-06-2035,5,Shelter,Stop F,12229,50.25528673,20
21-06-2035,10,Medicine Equipment,Stop A,10701,83.55864382,105
22-06-2035,6,Medicine,Stop C,16189,24.19185591,184
23-06-2035,8,Medicine,Stop F,22084,52.39185831,79
24-06-2035,7,Shelter,Stop E,22934,85.64571736,24
25-06-2035,2,Resuce Equipment,Stop E,6442,27.86658415,16
26-06-2035,10,Food,Stop E,4572,66.50097141,44
27-06-2035,1,People,Stop B,9899,11.24625018,78
28-06-2035,8,People,Stop A,13029,70.12792934,85
29-06-2035,5,Shelter,Stop E,18903,5.728582923,179
30-06-2035,7,Medicine,Stop A,12961,31.96480906,161
01-07-2035,8,Medicine,Stop D,11794,20.8136699,137
02-07-2035,5,Food,Stop A,8292,67.72713849,181
03-07-2035,5,People,Stop C,3252,8.108852047,74
04-07-2035,2,Shelter,Stop A,15428,12.36346504,107
05-07-2035,4,Shelter,Stop D,9472,61.63209106,153
06-07-2035,4,Shelter,Stop B,960,46.93232373,107
07-07-2035,1,Food,Stop F,5414,67.36059794,147
08-07-2035,1,People,Stop C,16545,4.088015783,50
09-07-2035,5,Resuce Equipment,Stop F,16784,23.45077103,193
10-07-2035,4,Food,Stop A,18786,72.22513745,73
11-07-2035,9,Resuce Equipment,Stop E,20929,46.09456986,90
12-07-2035,9,Resuce Equipment,Stop F,24426,61.01681147,162
13-07-2035,6,Medicine Equipment,Stop C,4983,18.02969033,183
14-07-2035,2,Medicine,Stop E,17171,39.37878003,182
15-07-2035,3,People,Stop D,10373,59.11824536,132
16-07-2035,4,Medicine Equipment,Stop C,8607,2.905354353,147
17-07-2035,8,Shelter,Stop A,20133,42.28451904,36
18-07-2035,10,Food,Stop B,20371,13.20253627,15
19-07-2035,8,Food,Stop B,2128,60.05012931,58
20-07-2035,2,Resuce Equipment,Stop E,18424,54.82750484,152
21-07-2035,3,People,Stop F,5186,92.41992364,54
22-07-2035,5,Resuce Equipment,Stop F,8432,95.06984552,9
23-07-2035,6,Resuce Equipment,Stop D,16273,85.7981639,133
24-07-2035,6,Resuce Equipment,Stop A,19506,83.95365316,162
25-07-2035,4,Medicine Equipment,Stop F,10465,90.94184232,20
26-07-2035,4,Medicine Equipment,Stop D,15495,17.35273412,6
27-07-2035,7,Resuce Equipment,Stop F,10024,46.56257061,63
28-07-2035,7,Medicine Equipment,Stop C,4148,87.68211851,196
29-07-2035,4,Food,Stop E,11208,73.91363209,132
30-07-2035,3,Shelter,Stop E,4695,82.18286464,57
31-07-2035,7,Medicine,Stop D,18088,31.94820559,121
01-08-2035,1,Medicine,Stop A,18044,9.846634294,44
02-08-2035,6,Shelter,Stop B,5061,28.58899717,100
03-08-2035,4,People,Stop C,22640,80.03220224,162
04-08-2035,2,Shelter,Stop A,22986,17.94519402,81
05-08-2035,9,People,Stop F,11462,35.21556631,173
06-08-2035,1,People,Stop C,15444,20.87916407,135
07-08-2035,10,Food,Stop E,5681,88.27547306,198
08-08-2035,7,Resuce Equipment,Stop F,2617,6.111688148,179
09-08-2035,4,Food,Stop B,17815,80.40095338,8
10-08-2035,2,Resuce Equipment,Stop A,15946,83.4103162,68
11-08-2035,8,Shelter,Stop B,7744,91.08350909,165
12-08-2035,8,Medicine Equipment,Stop A,24303,87.67860336,108
13-08-2035,2,People,Stop D,4765,81.53141888,6
14-08-2035,3,Resuce Equipment,Stop E,15225,64.66944471,58
15-08-2035,8,People,Stop F,13761,18.10165708,179
16-08-2035,2,Food,Stop B,10967,75.42176792,77
17-08-2035,8,Medicine Equipment,Stop D,7321,24.44682826,127
18-08-2035,4,Resuce Equipment,Stop E,20737,32.05861559,9
19-08-2035,2,Food,Stop A,22959,46.52507653,124
20-08-2035,8,Medicine,Stop A,24671,77.76107576,94
21-08-2035,7,Resuce Equipment,Stop C,5710,80.07799086,9
22-08-2035,4,Medicine Equipment,Stop B,18884,5.891142551,21
